product_id,category,description,processed_description
116,TELEKOM > AKILLI TELEFON,null,null
462,Bilgisayar > Taşınabilir Bilgisayarlar,"HP Pavilion 11-n000nt Pentium N3540 4GB 750GB 11.6"" Dokunmatik Win8 - K0W08EA Detay Bilgisi İşletim sistemi : Windows 8İşlemci ailesi : Intel® Pentium® işlemciİşlemci : Intel® Pentium® N3540 Intel HD Graphics ile (2.16 GHz, 2 MB önbellek, 4 çekirdekli)Bellek: 4GB 1600 MHz DDR3L SDRAMDahili sürücü : 750 GB 5400 rpm SATAEkran : 29,5 cm (11,6 inç) diyagonal boyutlu HD LED arkadan aydınlatmalı dokunmatik ekran (1366 x 768)Grafik : Intel HD GraphicsBağlantı Noktaları1 HDMI1 USB 2.01 USB 3.01 RJ-45Ses özellikleri: 2 hoparlörlü Beats Audio™Ağ arabirimiTümleşik 10/100 BASE-T Ethernet LANKablosuz802.11b/g/n (1x1) ve Bluetooth® 4.0 birleşimi (Miracast uyumlu)Güç kaynağı türü: 45 W AC güç adaptörüPil tipi : 2 hücreli, 29 WH prizmatikEnerji verimliliğiENERGY STAR® belgeliEPEAT® Silver",hp pavilion 11n000nt pentium n3540 4gb 750gb 116 dokunmatik win8  k0w08ea detay bilgisi işletim sistemi  windows 8işlemci ailesi  intel pentium işlemciişlemci  intel pentium n3540 intel hd graphics ile 216 ghz 2 mb önbellek 4 çekirdeklibellek 4gb 1600 mhz ddr3l sdramdahili sürücü  750 gb 5400 rpm sataekran  295 cm 116 inç diyagonal boyutlu hd led arkadan aydınlatmalı dokunmatik ekran 1366 x 768grafik  intel hd graphicsbağlantı noktaları1 hdmi1 usb 201 usb 301 rj45ses özellikleri 2 hoparlörlü beats audioağ arabirimitümleşik 10100 baset ethernet lankablosuz80211bgn 1x1 ve bluetooth 40 birleşimi miracast uyumlugüç kaynağı türü 45 w ac güç adaptörüpil tipi  2 hücreli 29 wh prizmatikenerji verimliliğienergy star belgeliepeat silver
1300,Ev Elektroniği > Televizyonlar > SAMSUNG,"ÖZELLİKLER Ekran Ekran Boyutu 48"" Ekran Boyutu (cm) 121.1cm Çözünürlük 1,920 x 1,080 Ultra Net Panel No Video Resim Motoru 3D HyperReal Engine Net Hareket Hızı 100 UHD Dimming No Hassas Siyah (Yerel Karartma) No Geniş Renk İyileştirici (Plus) Yes Geniş Renk Dizisi N/A Renk Doğruluğu N/A Otomatik Derinlik Geliştirici N/A Film Modu Yes Ses Dolby MS10 / MS110 Dolby MS10 DTS Studio Sound / DNSe+ DTS Studio Sound DTS Premium Sound / DTS Premium Sound 5.1 DTS Premium Sound 5.1 3D Ses Yes Otomatik Ses Dengeleyici Yes Ses Özelleştirici No Ses Çıkışı (RMS) 10W x 2 Hoparlör Türü Down Firing + Full Range Woofer No HD Audio No Smart TV Smart Hub Yes Samsung SMART TV Yes On TV Yes Filmler ve Diziler No Multimedya Yes Uygulamalar Yes Oyun No Spor Yes Çocuklar Yes Multi-Screen (Dual / Quad Ekran) No Samsung TV'de Skype™ Yes Web Tarayıcı Yes Smart Interaction Sesli Etkileşim No Ses Kontrolü No Dahili Kamera No Yüz tanıma Ready Hareket kontrolü Ready Cihaz Etkileşimi İçerik Paylaşımı (DLNA) Yes Screen Mirroring Yes Samsung SMART View Yes Akıllı Giriş N/A Kolay Pin eşleştirme Yes Ayarlayıcı/Yayın Çift HD Uydu Alıcı No CI/CI+/2CI+ CI+ (1.3) DTV Ayarlayıcı DVB-T/C/S2 Analog Tuner Yes MHP / MHEG / HbbTV / ACAP / GINGA / OHTV N/A Bağlantı HDMI 4 USB 3 Bileşen Girişi (Y/Pb/Pr) 1 Kompozit Girişi (AV) 1 (Common Use for Component Y) Ethernet (LAN) Yes Kulaklık N/A Dijital Ses Çıkışı (Optik) 1 RF In (Karasal/Kablolu giriş) 1/1(Common Use for Terrestrial)/1 Ex-Link ( RS-232C ) N/A IR Out Yes CI Yuvası 1 Scart 1 MHL CE 3.0 No Tek Bağlantı (Jak) No WiFi Direct Yes HDMI 1.4 3D Otomatik Ayar Yes HDMI 1.4 A/Return Ch. Desteği Yes InstaPort S (HDMI hızlı geçiş) No Kablosuz LAN Adaptör Desteği No Yerleşik Kablosuz LAN Yes Anynet+ (HDMI-CEC) Yes Tasarım Tasarım Wavy Deco Çerçeve Tipi VNB Ön Renk Black Hafif Efekt (Deco) No Stand Türü Quad Döndürme (Sol/Sağ) Yes İlave Özellikler Samsung 3D Yes 3D Dönüştürücü Yes Anında Açılma No Dört Çekirdek+ No Erişilebilirlik Zoom Otomatik Kapanma Yes Saat ve Açma/Kapama Zamanlayıcısı Yes Uyku Zamanlayıcısı Yes BD Wise Plus Yes Altyazı Yes Kanal Listesi USB-Clone Yes ConnectShare™ (USB 2.0) Movie Futbol Modu Advanced Gömülü POP Yes EPG Yes PVR Hazır Yes Oyun Modu Yes Multiroom Speaker No Ekran Dili Local Languages Resim İçinde Resim (PIP) Yes BT HID Dahili Yes USB HID Desteği Yes Smart Evolution Desteği No TV SoundConnect Yes Teleteks (TTXT) Yes Zaman Atlama Yes Çevreci Özellik Eko Algılayıcısı Yes Enerji Verimliliği Sınıfı A+ Cıva İçeriği 0.0mg Kurşun Varlığı Yes Güç Güç Beslemesi AC220-240V 50/60Hz Güç Tüketimi (Maks.) 130W Güç Tüketimi (Beklerken) 0.30W Güç Tüketimi (Enerji Tasarrufu Modu) 33.0W Güç Tüketimi (IEC 62087 Sürüm 2) 59.0W En Üst Parlaklık Oranı 77 Yıllık Güç Tüketimi (AB standart, kWh) 82.0kWh Boyutlar Ambalaj Boyutu (GXYXD) 1374 x 723 x 140 Stantlı Set (GxYxD): 1075.1 x 711.2 x 306.9 Stantsız Set (GxYxD): 1075.1 x 630.9 x 63.5 Ağırlık Paket Ağırlığı 17.1kg Set Ağırlığı, Stand ile birlikte 12.9kg Set Ağırlığı, Stantsız 11.3kg Aksesuarlar 3D Etkin Gözlük (Dahil) No Uzaktan Kumanda Modeli TM1250A Piller (Uzaktan Kumanda için) Yes Samsung Smart Touch Control (Dahil) No Ultra İnce Duvar Montajı Destekleniyor Yes Mini Duvar Montajı Desteği Yes Vesa Duvar Montajı Desteği Yes Yerde Durma Desteği Yes Televizyon Kamerası (Dahil) No IR Uzatma Kablosu (Dahil) Yes Kablosuz Klavye (Dahil) No Kablosuz LAN Adaptörü (Dahil) No Kullanıcı Kılavuzu Yes E-Kılavuz Yes Güç Kablosu Yes İnce Kablo Cinsi No",özellikler ekran ekran boyutu 48 ekran boyutu cm 1211cm çözünürlük 1920 x 1080 ultra net panel no video resim motoru 3d hyperreal engine net hareket hızı 100 uhd dimming no hassas siyah yerel karartma no geniş renk iyileştirici plus yes geniş renk dizisi na renk doğruluğu na otomatik derinlik geliştirici na film modu yes ses dolby ms10  ms110 dolby ms10 dts studio sound  dnse dts studio sound dts premium sound  dts premium sound 51 dts premium sound 51 3d ses yes otomatik ses dengeleyici yes ses özelleştirici no ses çıkışı rms 10w x 2 hoparlör türü down firing  full range woofer no hd audio no smart tv smart hub yes samsung smart tv yes on tv yes filmler ve diziler no multimedya yes uygulamalar yes oyun no spor yes çocuklar yes multiscreen dual  quad ekran no samsung tvde skype yes web tarayıcı yes smart interaction sesli etkileşim no ses kontrolü no dahili kamera no yüz tanıma ready hareket kontrolü ready cihaz etkileşimi içerik paylaşımı dlna yes screen mirroring yes samsung smart view yes akıllı giriş na kolay pin eşleştirme yes ayarlayıcıyayın çift hd uydu alıcı no cici2ci ci 13 dtv ayarlayıcı dvbtcs2 analog tuner yes mhp  mheg  hbbtv  acap  ginga  ohtv na bağlantı hdmi 4 usb 3 bileşen girişi ypbpr 1 kompozit girişi av 1 common use for component y ethernet lan yes kulaklık na dijital ses çıkışı optik 1 rf in karasalkablolu giriş 11common use for terrestrial1 exlink  rs232c  na ir out yes ci yuvası 1 scart 1 mhl ce 30 no tek bağlantı jak no wifi direct yes hdmi 14 3d otomatik ayar yes hdmi 14 areturn ch desteği yes instaport s hdmi hızlı geçiş no kablosuz lan adaptör desteği no yerleşik kablosuz lan yes anynet hdmicec yes tasarım tasarım wavy deco çerçeve tipi vnb ön renk black hafif efekt deco no stand türü quad döndürme solsağ yes ilave özellikler samsung 3d yes 3d dönüştürücü yes anında açılma no dört çekirdek no erişilebilirlik zoom otomatik kapanma yes saat ve açmakapama zamanlayıcısı yes uyku zamanlayıcısı yes bd wise plus yes altyazı yes kanal listesi usbclone yes connectshare usb 20 movie futbol modu advanced gömülü pop yes epg yes pvr hazır yes oyun modu yes multiroom speaker no ekran dili local languages resim içinde resim pip yes bt hid dahili yes usb hid desteği yes smart evolution desteği no tv soundconnect yes teleteks ttxt yes zaman atlama yes çevreci özellik eko algılayıcısı yes enerji verimliliği sınıfı a cıva içeriği 00mg kurşun varlığı yes güç güç beslemesi ac220240v 5060hz güç tüketimi maks 130w güç tüketimi beklerken 030w güç tüketimi enerji tasarrufu modu 330w güç tüketimi iec 62087 sürüm 2 590w en üst parlaklık oranı 77 yıllık güç tüketimi ab standart kwh 820kwh boyutlar ambalaj boyutu gxyxd 1374 x 723 x 140 stantlı set gxyxd 10751 x 7112 x 3069 stantsız set gxyxd 10751 x 6309 x 635 ağırlık paket ağırlığı 171kg set ağırlığı stand ile birlikte 129kg set ağırlığı stantsız 113kg aksesuarlar 3d etkin gözlük dahil no uzaktan kumanda modeli tm1250a piller uzaktan kumanda için yes samsung smart touch control dahil no ultra ince duvar montajı destekleniyor yes mini duvar montajı desteği yes vesa duvar montajı desteği yes yerde durma desteği yes televizyon kamerası dahil no ir uzatma kablosu dahil yes kablosuz klavye dahil no kablosuz lan adaptörü dahil no kullanıcı kılavuzu yes ekılavuz yes güç kablosu yes ince kablo cinsi no
1665,Bilgisayar > Bilgisayar Parçaları > Monitör > Led Monitörler > Philips,Ürün Kodu : 40061255166 Genel Özellikler Panel Tipi : LED Ekran Boyutu : 18.5 inch Tepki Süresi : 5 ms Bağlantı Tipi : Analog Çözünürlük : 1366 x 768 Renk : Siyah Pivot : Yok Yükseklik Ayarı : Yok Vesa Uyumu : Var Garanti Süresi : 24 Ay,ürün kodu  40061255166 genel özellikler panel tipi  led ekran boyutu  185 inch tepki süresi  5 ms bağlantı tipi  analog çözünürlük  1366 x 768 renk  siyah pivot  yok yükseklik ayarı  yok vesa uyumu  var garanti süresi  24 ay
2021,Cep Telefonu > Sony,null,null
2485,PC / Monitör > Monitör,"Özellikler SmartControl Lite ile kolay ekran performansı ayarlama SmartControl Lite, yeni nesil 3D simge tabanlı GUI monitör kontrol yazılımıdır. Bu, kullanıcıların Renk, Parlaklık, ekran kalibrasyonu, Multimedya, Kimlik yönetimi vb. birçok monitör parametresinin hassas ayarlarının fare ile yapmasını sağlar. Zengin siyah ayrıntılar için SmartContrast SmartContrast, görüntülediğiniz içeriği analiz eden, en iyi dijital görüntüler ve videolar sunmanın yanı sıra koyu renk tonların görüntülendiği oyunları zenginleştirmek amacıyla kontrastı dinamik olarak geliştirmek için renkleri otomatik olarak ayarlayan ve arka aydınlatma yoğunluğunu kontrol eden bir Philips teknolojisidir. Ekonomi modu seçildiğinde, günlük ofis uygulamalarının en doğru şekilde görüntülenmesi ve daha düşük güç tüketimi için kontrast ayarlanır ve arka aydınlatmaya hassas ayar uygulanır. Cıva İçermez çevre dostu ekran LED arka aydınlatmalı Philips monitörlerde, insanlar ve hayvanlar için en tehlikeli doğal maddelerden biri olan cıva bulunmaz. Bu sayede, üretiminden atılmasına kadar, ürünün tüm kullanım ömrü boyunca çevre dostu olması sağlanır. Canlı renkler için LED teknolojisi Beyaz LED'ler, tamamen yanarak tutarlı parlaklık veren ve daha hızlı çalışma süresi sunan dijital cihazlardır. LED'ler cıva içermediğinden, geri dönüşüm ve atık işlemleri çevreye zarar vermeden gerçekleştirilir. LED'ler sayesinde LCD arka aydınlatması daha iyi kontrol edilir ve bunun sonucunda son derece yüksek, mükemmel bir kontrast oranı elde edilir. Ayrıca, ekranın her noktasında tutarlı parlaklık sayesinde doğal renkler sunar. Teknik Özellikler : Marka Philips Model 18,5"" 193V5LSB2-62 LED Monitör 5ms Siyah Ekran Büyüklüğü 18,5 inç / 47 cm Çözünürlük 60 Hz'de 1366 x 768 Ekran Tipi W-LED sistemi Arka aydınlatma 16:9 TFT-LCD Tepki Süresi 5 ms Nokta Aralığı Çalışma Frekansı Parlaklık Kontrast SmartContrast: 10.000.000:1 Kontrast oranı (tipik): 1000:1 Görüş Açısı Max. Renk Derinliği 16,7 M Bağlantı Türü VGA (Analog ) Hoparlör Yok Kamera Yok Duvara Monte Güç Tüketimi Güç Adaptörü Dahili, 100-240VAC, 50/60Hz Paket İçeriği Boyutlar Diğer Özellikler Ağırlık Sıfır Pixel Garantisi Yok Garanti Süresi 24 Ay",özellikler smartcontrol lite ile kolay ekran performansı ayarlama smartcontrol lite yeni nesil 3d simge tabanlı gui monitör kontrol yazılımıdır bu kullanıcıların renk parlaklık ekran kalibrasyonu multimedya kimlik yönetimi vb birçok monitör parametresinin hassas ayarlarının fare ile yapmasını sağlar zengin siyah ayrıntılar için smartcontrast smartcontrast görüntülediğiniz içeriği analiz eden en iyi dijital görüntüler ve videolar sunmanın yanı sıra koyu renk tonların görüntülendiği oyunları zenginleştirmek amacıyla kontrastı dinamik olarak geliştirmek için renkleri otomatik olarak ayarlayan ve arka aydınlatma yoğunluğunu kontrol eden bir philips teknolojisidir ekonomi modu seçildiğinde günlük ofis uygulamalarının en doğru şekilde görüntülenmesi ve daha düşük güç tüketimi için kontrast ayarlanır ve arka aydınlatmaya hassas ayar uygulanır cıva içermez çevre dostu ekran led arka aydınlatmalı philips monitörlerde insanlar ve hayvanlar için en tehlikeli doğal maddelerden biri olan cıva bulunmaz bu sayede üretiminden atılmasına kadar ürünün tüm kullanım ömrü boyunca çevre dostu olması sağlanır canlı renkler için led teknolojisi beyaz ledler tamamen yanarak tutarlı parlaklık veren ve daha hızlı çalışma süresi sunan dijital cihazlardır ledler cıva içermediğinden geri dönüşüm ve atık işlemleri çevreye zarar vermeden gerçekleştirilir ledler sayesinde lcd arka aydınlatması daha iyi kontrol edilir ve bunun sonucunda son derece yüksek mükemmel bir kontrast oranı elde edilir ayrıca ekranın her noktasında tutarlı parlaklık sayesinde doğal renkler sunar teknik özellikler  marka philips model 185 193v5lsb262 led monitör 5ms siyah ekran büyüklüğü 185 inç  47 cm çözünürlük 60 hzde 1366 x 768 ekran tipi wled sistemi arka aydınlatma 169 tftlcd tepki süresi 5 ms nokta aralığı çalışma frekansı parlaklık kontrast smartcontrast 100000001 kontrast oranı tipik 10001 görüş açısı max renk derinliği 167 m bağlantı türü vga analog  hoparlör yok kamera yok duvara monte güç tüketimi güç adaptörü dahili 100240vac 5060hz paket içeriği boyutlar diğer özellikler ağırlık sıfır pixel garantisi yok garanti süresi 24 ay
2495,Bilgisayar Ürünleri > Veri Depolama > Taşınabilir Disk,"Genel Özellikler : Seagate Backup Plus ile dijital yaşamınızı bilgisayarınızda ve bulutta kolayca ve otomatik olarak yedekleyin Seagate® Backup Plus taşınabilir disk, bütün dijital yaşamlarını yerel olarak, bulutta veya sosyal ağlarda saklamak isteyen tüketiciler için yedekleme işlemini basitleştirir. Metal tasarım, diski cebinize, cüzdanınıza veya evrak çantanıza koyup yanınızda götürmenizi sağlar. Seagate Dashboard üzerinden tek tıklatmalı bir plan oluşturmak veya otomatik yerel yedeklemenizi ayarlamak için Koru işlevini kullanın. Herhangi bir veri kaybı riskine karşı dosyalarınızın birden fazla kopyasını tutabilirsiniz. Kullanıcı tarafından oluşturulan içerik, Kaydet özelliği sayesinde en sevdiğiniz sosyal ağlarda yedeklenebilir. Artık birçok kişi akıllı telefonlarını, paha biçilmez anlarını yakalamak için kullanıyor. Bu cihazların kullanımları kolaydır, ancak depolama, güçlü özelliklerinden biri değildir. Bir hatırayı yakalayın, etiket olarak eklendiğiniz fotoğraflar da dahil, bir sosyal ağ sitesinde yayınlayın ve Seagate Dashboard’un yayınlanan tüm içeriği otomatik olarak yedeklemesini sağlayın. Dosya yanlışlıkla akıllı telefonunuzdan silinse bile, başka bir kopyası bekleyebilir. Paylaş özelliği, bilgisayarınızdan sosyal ağlara aynı anda birden fazla dosyanın yüklenmesine izin verir. Yeni bir albüm oluşturmadan dosyaları teker teker karşıya yükleme günleri artık geride kaldı! Doğrudan karşıya yüklemek istediğiniz dosyaları seçin, onları yayınlamak istediğiniz yeri belirleyin ve hatta yorum ekleyin. Sosyal profilinizi yönetmek hiç bu kadar kolay olmamıştı. Mac için önceden yüklü NTFS sürücüsünü kurun ve diski yeniden biçimlendirmeden, PC ile Mac® bilgisayarlar arasında değişmeli olarak kullanın. Teknik Özellikler : Marka Seagate Model 2.5"" 1 TB Backup Plus USB 3.0 Gümüş Ürün Kodu STDR1000201 Disk Tipi Taşınabilir Kapasite Arabirim USB 3.0 Dönüş Hızı (RPM) Veri Transfer Hızı 5 Gb/sn Disk Boyutu 2.5"" inch Arabellek Media Center Yok FireWire Yok E-Sata Yok Ethernet Yok Harici Güç Adaptör Yok Renk Gümüş Boyutlar Uzunluk (inç/mm) 4,47/113,50 Genişlik (inç/mm) 2,99/76,00 Derinlik (inç/mm) 0,48/12,1 Sistem Gereksinimleri Windows® 8, Windows 7, Windows Vista®, Windows XP SP3 (32 bit ve 64 bit) işletim sistemi veya Mac OS X 10.6 ve üstü* SuperSpeed USB 3.0 bağlantı noktası (USB 3.0 aktarım hızları veya USB 2.0 aktarım hızlarında USB 2.0 bağlantı noktaları ile geriye doğru uyum için gereklidir)** * Mac için yeniden biçimlendirilmesi gerekebilir. ** Uyumluluk, kullanıcının donanım yapılandırmasına ve işletim sistemine bağlı olarak değişiklik gösterebilir. Kutu İçeriği Seagate Backup Plus diski 18 inçlik USB 3.0 kablosu Seagate Dashboard, diskte önceden yüklüdür Hızlı başlangıç kılavuzu Mac için NTFS sürücüsü diskte önceden yüklüdür1 2 Yıl Sınırlı Garanti Ağırlık 140g Garanti Süresi 24 Ay",genel özellikler  seagate backup plus ile dijital yaşamınızı bilgisayarınızda ve bulutta kolayca ve otomatik olarak yedekleyin seagate backup plus taşınabilir disk bütün dijital yaşamlarını yerel olarak bulutta veya sosyal ağlarda saklamak isteyen tüketiciler için yedekleme işlemini basitleştirir metal tasarım diski cebinize cüzdanınıza veya evrak çantanıza koyup yanınızda götürmenizi sağlar seagate dashboard üzerinden tek tıklatmalı bir plan oluşturmak veya otomatik yerel yedeklemenizi ayarlamak için koru işlevini kullanın herhangi bir veri kaybı riskine karşı dosyalarınızın birden fazla kopyasını tutabilirsiniz kullanıcı tarafından oluşturulan içerik kaydet özelliği sayesinde en sevdiğiniz sosyal ağlarda yedeklenebilir artık birçok kişi akıllı telefonlarını paha biçilmez anlarını yakalamak için kullanıyor bu cihazların kullanımları kolaydır ancak depolama güçlü özelliklerinden biri değildir bir hatırayı yakalayın etiket olarak eklendiğiniz fotoğraflar da dahil bir sosyal ağ sitesinde yayınlayın ve seagate dashboardun yayınlanan tüm içeriği otomatik olarak yedeklemesini sağlayın dosya yanlışlıkla akıllı telefonunuzdan silinse bile başka bir kopyası bekleyebilir paylaş özelliği bilgisayarınızdan sosyal ağlara aynı anda birden fazla dosyanın yüklenmesine izin verir yeni bir albüm oluşturmadan dosyaları teker teker karşıya yükleme günleri artık geride kaldı doğrudan karşıya yüklemek istediğiniz dosyaları seçin onları yayınlamak istediğiniz yeri belirleyin ve hatta yorum ekleyin sosyal profilinizi yönetmek hiç bu kadar kolay olmamıştı mac için önceden yüklü ntfs sürücüsünü kurun ve diski yeniden biçimlendirmeden pc ile mac bilgisayarlar arasında değişmeli olarak kullanın teknik özellikler  marka seagate model 25 1 tb backup plus usb 30 gümüş ürün kodu stdr1000201 disk tipi taşınabilir kapasite arabirim usb 30 dönüş hızı rpm veri transfer hızı 5 gbsn disk boyutu 25 inch arabellek media center yok firewire yok esata yok ethernet yok harici güç adaptör yok renk gümüş boyutlar uzunluk inçmm 44711350 genişlik inçmm 2997600 derinlik inçmm 048121 sistem gereksinimleri windows 8 windows 7 windows vista windows xp sp3 32 bit ve 64 bit işletim sistemi veya mac os x 106 ve üstü superspeed usb 30 bağlantı noktası usb 30 aktarım hızları veya usb 20 aktarım hızlarında usb 20 bağlantı noktaları ile geriye doğru uyum için gereklidir  mac için yeniden biçimlendirilmesi gerekebilir  uyumluluk kullanıcının donanım yapılandırmasına ve işletim sistemine bağlı olarak değişiklik gösterebilir kutu içeriği seagate backup plus diski 18 inçlik usb 30 kablosu seagate dashboard diskte önceden yüklüdür hızlı başlangıç kılavuzu mac için ntfs sürücüsü diskte önceden yüklüdür1 2 yıl sınırlı garanti ağırlık 140g garanti süresi 24 ay
2580,Küçük Ev Aletleri > ütü,"Ürün Hakkında Tefal GV8930 3 Ayarlı Pro Express Total Auto Control Buhar Jeneratörlü Ütü. 6 bar Buhar Basıncı. 120 g/dk Buhar Gücü. 310 g/dk Şok Buhar. 3 ısı/buhar ayarı. 1,8L Su Tank Kapasitesi. Çıkarılabilir Su Tankı. Sürekli Dolum. Autoclean Taban. Kordon Saklama Bölmesi. Kilit Sistemi. Comfort",ürün hakkında tefal gv8930 3 ayarlı pro express total auto control buhar jeneratörlü ütü 6 bar buhar basıncı 120 gdk buhar gücü 310 gdk şok buhar 3 ısıbuhar ayarı 18l su tank kapasitesi çıkarılabilir su tankı sürekli dolum autoclean taban kordon saklama bölmesi kilit sistemi comfort
2838,Cep Telefonu > Sony Ericsson,"Sony Xperia Z2 Cep Telefonu Özellikleri Genel Özellikler Ağırlık 163 gram Genişlik 73,3 mm Yükseklik 146,8 mm Kalınlık 8,2 mm Şebeke frekansı GSM850 - GSM900 - GSM1800 - GSM1900 Bluetooth Var Sesle arama Var Ses kaydı Var Pil Miktarı 3.200 mAh Bekleme süresi 740 saat Konuşma süresi 19 saat 3G Var Wi-Fi Var HSDPA Var Uçuş modu Var Bluetooth versiyon 4.0 + Low Energy Wi-Fi versiyonu 802.11 a/b/g/n/ac USB Desteği Var GPS/GLONASS Var NFC Var Diğer Genel Özellikler IP55 IP58 su ve toza karşı dayanıklılık sertifikaları Donanım Özellikleri Çipset Qualcomm Snapdragon 801 MSM8974AB İşlemci hızı ve türü 2,26 GHz Krait 400 RAM 3 GB LPDDR3 Ekran Kartı 550 MHz Adreno 330 İşlemci sayısı Dört Sensörler İvme ölçer, yakınlık sensörü, jiroskop, ışık sensörü, pusula Ekran Özellikleri Renk Sayısı 16777216 Ekran Boyutları 5,2 inç Ekran Çözünürlüğü 1080 x 1920 px Dokunmatik ekran Var Ekstra ekran özellikleri Live Color LED teknolojili TRILUMINOS IPS LCD ekran, 424 ppi piksel yoğunluğu, 10 parmağa kadar çoklu dokunmatik, Çatlama ve çiziklere karşı dayanıklı cam, X-Reality Engine, BRAVIA Engine yazılımsal görüntü iyileştirme teknolojileri Kapasitif Ekran Var Çoklu Dokunmatik Var Hafıza Özellikleri Telefon Hafızası 16 GB Harici Hafıza Yuvası Var Harici Hafıza Kartı Tipi microSD Maksimum Hafıza Kartı Boyutu 128 GB Kamera Özellikleri Çözünürlük 20,7 MP Flaş Var İkinci kamera özellikleri 2,2 MP Ekstra kamera özellikleri 1/2,3 inç arkadan aydınlatmalı Sony Exmor RS CMOS kamera sensörü, BIONZ görüntü işlemcisi, 120fps HD yavaş çekim modu, Coğrafi etiketleme, Dokunarak, otomatik odaklanma, Panorama, HDR, Timeshift çekim modları Video Kayıt Ultra HD 4K Yazılım Özellikleri Senkronizasyon Var İşletim sistemi Android İşletim Sistemi versiyonu Android 4.4 KitKat Tema desteği Var Kullanıcı Arayüzü Sony Xperia UI Çoklumedya Özellikleri MP3 çalar Var Radyo çalar Var Dahili kamera Var Video Çekebilme Var Video Oynatabilme Var Ön kamera Var Görüntülü görüşme Var Eksta çoklumedya özellikleri MHL portu, Çift hoparlör, Miracast kablosuz ekran teknolojisi DLNA Var Internet Özellikleri HTML tarayıcı Var EDGE Var Ekstra internet özellikleri DC-HSDPA ile 42 Mbps mobil veri indirme, HSUPA ile 5,76 Mbps veri yükleme hızı Anında mesajlaşma Var Wi-Fi Hotspot Var Wi-Fi Direct Var",sony xperia z2 cep telefonu özellikleri genel özellikler ağırlık 163 gram genişlik 733 mm yükseklik 1468 mm kalınlık 82 mm şebeke frekansı gsm850  gsm900  gsm1800  gsm1900 bluetooth var sesle arama var ses kaydı var pil miktarı 3200 mah bekleme süresi 740 saat konuşma süresi 19 saat 3g var wifi var hsdpa var uçuş modu var bluetooth versiyon 40  low energy wifi versiyonu 80211 abgnac usb desteği var gpsglonass var nfc var diğer genel özellikler ip55 ip58 su ve toza karşı dayanıklılık sertifikaları donanım özellikleri çipset qualcomm snapdragon 801 msm8974ab işlemci hızı ve türü 226 ghz krait 400 ram 3 gb lpddr3 ekran kartı 550 mhz adreno 330 işlemci sayısı dört sensörler ivme ölçer yakınlık sensörü jiroskop ışık sensörü pusula ekran özellikleri renk sayısı 16777216 ekran boyutları 52 inç ekran çözünürlüğü 1080 x 1920 px dokunmatik ekran var ekstra ekran özellikleri live color led teknolojili triluminos ips lcd ekran 424 ppi piksel yoğunluğu 10 parmağa kadar çoklu dokunmatik çatlama ve çiziklere karşı dayanıklı cam xreality engine bravia engine yazılımsal görüntü iyileştirme teknolojileri kapasitif ekran var çoklu dokunmatik var hafıza özellikleri telefon hafızası 16 gb harici hafıza yuvası var harici hafıza kartı tipi microsd maksimum hafıza kartı boyutu 128 gb kamera özellikleri çözünürlük 207 mp flaş var ikinci kamera özellikleri 22 mp ekstra kamera özellikleri 123 inç arkadan aydınlatmalı sony exmor rs cmos kamera sensörü bionz görüntü işlemcisi 120fps hd yavaş çekim modu coğrafi etiketleme dokunarak otomatik odaklanma panorama hdr timeshift çekim modları video kayıt ultra hd 4k yazılım özellikleri senkronizasyon var işletim sistemi android işletim sistemi versiyonu android 44 kitkat tema desteği var kullanıcı arayüzü sony xperia ui çoklumedya özellikleri mp3 çalar var radyo çalar var dahili kamera var video çekebilme var video oynatabilme var ön kamera var görüntülü görüşme var eksta çoklumedya özellikleri mhl portu çift hoparlör miracast kablosuz ekran teknolojisi dlna var internet özellikleri html tarayıcı var edge var ekstra internet özellikleri dchsdpa ile 42 mbps mobil veri indirme hsupa ile 576 mbps veri yükleme hızı anında mesajlaşma var wifi hotspot var wifi direct var
